idx,scenario_id,current_stage,next_stage,is_transition,mse_pred_actual,l2_pred_actual,cos_sim_pred_actual,l2_predicted_movement,l2_actual_movement,cos_sim_ht_hnext
30,trace_multistage_theta,CREDENTIAL_ACCESS,LATERAL_MOVEMENT,True,0.7164741158485413,9.576465606689453,0.6273819804191589,64.98259735107422,69.76758575439453,0.5574533939361572
31,trace_multistage_theta,LATERAL_MOVEMENT,LATERAL_MOVEMENT,False,0.07327283918857574,3.062502861022949,0.9647074937820435,77.67255401611328,77.31295776367188,0.7687459588050842
32,trace_multistage_theta,LATERAL_MOVEMENT,LATERAL_MOVEMENT,False,0.07611323893070221,3.1212968826293945,0.9632106423377991,78.57855987548828,78.05648040771484,0.7652417421340942
33,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.019545556977391243,1.5817177295684814,0.9925217032432556,94.57015991210938,94.0354232788086,0.6984107494354248
34,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.02195294387638569,1.6762984991073608,0.9912737011909485,94.54020690917969,94.02613067626953,0.697935163974762
35,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.019297953695058823,1.5716673135757446,0.9926509261131287,94.60585021972656,94.0762939453125,0.6977152824401855
36,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.01958700455725193,1.5833940505981445,0.9924991726875305,94.58765411376953,94.06037902832031,0.6975133419036865
37,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.01931304857134819,1.572281837463379,0.9926427602767944,94.49018096923828,93.96424102783203,0.6976913809776306
38,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.019253652542829514,1.5698622465133667,0.9926734566688538,94.30804443359375,93.77764129638672,0.6977996230125427
39,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.0191514790058136,1.565691351890564,0.9927285313606262,94.291259765625,93.7571792602539,0.6977656483650208
40,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.018968965858221054,1.5582129955291748,0.9928222298622131,94.3247299194336,93.7957992553711,0.6975863575935364
41,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.019407307729125023,1.5761140584945679,0.9926011562347412,94.2829818725586,93.75090789794922,0.6975889801979065
42,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.01943266950547695,1.5771435499191284,0.9925790429115295,94.25860595703125,93.7372817993164,0.6973804235458374
43,trace_recon_gamma,RECONNAISSANCE,RECONNAISSANCE,False,0.019203517585992813,1.5678170919418335,0.9926985502243042,94.25623321533203,93.72347259521484,0.6976159811019897
